RestockId	HasSalesAllocated	ItemId	PriceInCents	AllocatedCashlessSalesAmountInCents	AllocatedCashlessSalesQuantity	AllocatedCollectedAmountInCents	AllocatedRefundAmountInCents	SalesQuantity	AddedQuantity	RemovedQuantity	SpoiledQuantity	Inventory	
=16268	=True	=252	=25	=0	=0	=31	=0	=1	=0	=0	=0	=25	
=16268	=True	=253	=25	=0	=0	=632	=0	=20	=18	=0	=0	=47	
=16268	=True	=264	=25	=0	=0	=379	=0	=12	=0	=0	=0	=40	
=16268	=True	=267	=25	=0	=0	=63	=0	=2	=0	=0	=0	=22	
=16268	=True	=272	=25	=0	=0	=601	=0	=19	=24	=0	=0	=79	
=16268	=True	=738	=25	=0	=0	=32	=0	=1	=0	=0	=0	=27	
=16268	=True	=739	=0	=0	=0	=0	=0	=0	=0	=0	=0	=24	
=16269	=True	=280	=100	=0	=0	=223	=0	=1	=0	=0	=0	=14	
=16269	=True	=282	=100	=0	=0	=670	=0	=3	=6	=0	=0	=26	
=16269	=True	=283	=100	=0	=0	=223	=0	=1	=0	=16	=0	=0	
=16269	=True	=284	=100	=0	=0	=224	=0	=1	=0	=0	=0	=13	
=16269	=True	=285	=100	=0	=0	=447	=0	=2	=7	=0	=0	=15	
=16269	=True	=286	=100	=0	=0	=893	=0	=4	=9	=0	=0	=29	
=16269	=True	=316	=70	=0	=0	=938	=0	=6	=11	=0	=0	=12	
=16269	=True	=318	=0	=0	=0	=0	=0	=0	=0	=8	=1	=0	
=16269	=True	=319	=0	=0	=0	=0	=0	=0	=12	=0	=0	=12	
=16269	=True	=324	=70	=0	=0	=313	=0	=2	=4	=0	=0	=12	
=16269	=True	=327	=70	=0	=0	=469	=0	=3	=5	=0	=0	=11	
=16269	=True	=329	=0	=0	=0	=0	=0	=0	=3	=0	=0	=8	
=16269	=True	=347	=90	=0	=0	=603	=0	=3	=0	=5	=0	=0	
=16269	=True	=350	=0	=0	=0	=0	=0	=0	=5	=0	=0	=15	
=16269	=True	=356	=75	=0	=0	=167	=0	=1	=8	=0	=0	=15	
=16269	=True	=375	=75	=0	=0	=503	=0	=3	=3	=0	=0	=6	
=16269	=True	=376	=0	=0	=0	=0	=0	=0	=0	=0	=0	=7	
=16269	=True	=377	=75	=0	=0	=168	=0	=1	=0	=0	=0	=5	
=16269	=True	=380	=75	=0	=0	=167	=0	=1	=3	=0	=0	=7	
=16269	=True	=383	=100	=0	=0	=670	=0	=3	=7	=0	=0	=11	
=16269	=True	=385	=100	=0	=0	=1117	=0	=5	=12	=0	=0	=12	
=16269	=True	=395	=100	=0	=0	=1340	=0	=6	=11	=0	=0	=14	
=16269	=True	=400	=100	=0	=0	=447	=0	=2	=8	=0	=0	=12	
=16269	=True	=407	=0	=0	=0	=0	=0	=0	=7	=0	=0	=12	
=16269	=True	=409	=75	=0	=0	=335	=0	=2	=5	=0	=0	=12	
=16269	=True	=414	=75	=0	=0	=168	=0	=1	=4	=0	=0	=12	
=16269	=True	=421	=85	=0	=0	=569	=0	=3	=2	=0	=0	=9	
=16269	=True	=423	=75	=0	=0	=670	=0	=4	=11	=0	=0	=15	
=16269	=True	=427	=100	=0	=0	=446	=0	=2	=4	=0	=0	=10	
=16269	=True	=480	=90	=0	=0	=804	=0	=4	=12	=0	=0	=12	
=16269	=True	=527	=90	=0	=0	=603	=0	=3	=12	=0	=0	=11	
=16269	=True	=528	=90	=0	=0	=1005	=0	=5	=11	=0	=0	=12	
=16269	=True	=569	=0	=0	=0	=0	=0	=0	=12	=0	=0	=12	
=16269	=True	=590	=0	=0	=0	=0	=0	=0	=7	=0	=0	=7	
=16269	=True	=594	=70	=0	=0	=156	=0	=1	=5	=0	=0	=12	
=16269	=True	=609	=100	=0	=0	=670	=0	=3	=8	=0	=0	=11	
=16269	=True	=622	=0	=0	=0	=0	=0	=0	=0	=11	=0	=0	
=16269	=True	=624	=75	=0	=0	=838	=0	=5	=11	=0	=0	=12	
=16269	=True	=696	=0	=0	=0	=0	=0	=0	=0	=0	=0	=9	
=16269	=True	=761	=0	=0	=0	=0	=0	=0	=12	=0	=0	=12	
=16269	=True	=892	=100	=0	=0	=447	=0	=2	=5	=0	=0	=12	
=16269	=True	=899	=0	=0	=0	=0	=0	=0	=0	=0	=0	=12	
=16269	=True	=954	=85	=0	=0	=190	=0	=1	=5	=0	=0	=15	
=16269	=True	=992	=75	=0	=0	=502	=0	=3	=12	=0	=0	=12	
=16269	=True	=1010	=75	=0	=0	=1675	=0	=10	=13	=0	=0	=23	
=16269	=True	=1019	=0	=0	=0	=0	=0	=0	=8	=0	=0	=8	
=16270	=False	=247	=0	=0	=0	=0	=0	=0	=0	=0	=0	=32	
=16270	=False	=248	=0	=0	=0	=0	=0	=0	=12	=0	=0	=38	
=16270	=False	=260	=0	=0	=0	=0	=0	=0	=0	=0	=0	=30	
=16270	=False	=264	=0	=0	=0	=0	=0	=0	=0	=0	=0	=29	
=16270	=False	=269	=0	=0	=0	=0	=0	=0	=0	=0	=0	=29	
=16270	=False	=430	=0	=0	=0	=0	=0	=0	=64	=0	=0	=122	
=16274	=False	=247	=0	=0	=0	=0	=0	=0	=0	=0	=0	=34	
=16274	=False	=248	=0	=0	=0	=0	=0	=0	=0	=0	=0	=53	
=16274	=False	=249	=0	=0	=0	=0	=0	=0	=0	=0	=0	=37	
=16274	=False	=264	=0	=0	=0	=0	=0	=0	=0	=0	=0	=34	
=16274	=False	=593	=0	=0	=0	=0	=0	=0	=96	=0	=0	=137	
=16275	=False	=247	=0	=0	=0	=0	=0	=0	=0	=0	=0	=41	
=16275	=False	=248	=0	=0	=0	=0	=0	=0	=0	=0	=0	=44	
=16275	=False	=252	=0	=0	=0	=0	=0	=0	=0	=0	=0	=33	
=16275	=False	=264	=0	=0	=0	=0	=0	=0	=0	=0	=0	=42	
=16275	=False	=593	=0	=0	=0	=0	=0	=0	=96	=0	=0	=160	
=16282	=True	=348	=200	=0	=0	=992	=0	=6	=12	=0	=0	=28	
=16282	=True	=458	=150	=0	=0	=248	=0	=2	=6	=0	=0	=28	
=16282	=True	=570	=150	=0	=0	=1241	=0	=10	=0	=0	=0	=57	
=16282	=True	=571	=150	=0	=0	=621	=0	=5	=12	=0	=0	=30	
=16282	=True	=705	=150	=0	=0	=868	=0	=7	=4	=0	=0	=14	
=16282	=True	=715	=150	=0	=0	=2357	=0	=19	=44	=0	=0	=56	
=16282	=True	=718	=150	=0	=0	=248	=0	=2	=0	=0	=0	=24	
=16287	=True	=280	=100	=0	=0	=96	=0	=1	=0	=0	=0	=15	
=16287	=True	=281	=75	=0	=0	=143	=0	=2	=0	=0	=0	=9	
=16287	=True	=282	=100	=0	=0	=859	=0	=9	=11	=0	=0	=17	
=16287	=True	=283	=100	=0	=0	=286	=0	=3	=6	=0	=0	=17	
=16287	=True	=284	=0	=0	=0	=0	=0	=0	=0	=0	=0	=14	
=16287	=True	=286	=100	=0	=0	=764	=0	=8	=7	=0	=0	=18	
=16287	=True	=289	=100	=0	=0	=477	=0	=5	=0	=0	=0	=14	
=16287	=True	=291	=100	=0	=0	=573	=0	=6	=0	=0	=0	=13	
=16287	=True	=310	=0	=0	=0	=0	=0	=0	=15	=0	=0	=15	
=16287	=True	=316	=70	=0	=0	=401	=0	=6	=8	=0	=0	=15	
=16287	=True	=317	=70	=0	=0	=267	=0	=4	=5	=0	=0	=12	
=16287	=True	=324	=70	=0	=0	=869	=0	=13	=13	=0	=0	=15	
=16287	=True	=327	=70	=0	=0	=200	=0	=3	=0	=11	=0	=0	
=16287	=True	=329	=90	=0	=0	=86	=0	=1	=0	=0	=0	=7	
=16287	=True	=350	=85	=0	=0	=162	=0	=2	=0	=0	=0	=9	
=16287	=True	=351	=85	=0	=0	=812	=0	=10	=11	=0	=0	=13	
=16287	=True	=353	=85	=0	=0	=487	=0	=6	=6	=0	=0	=8	
=16287	=True	=356	=75	=0	=0	=72	=0	=1	=0	=0	=0	=10	
=16287	=True	=357	=70	=0	=0	=67	=0	=1	=8	=0	=0	=8	
=16287	=True	=375	=75	=0	=0	=71	=0	=1	=0	=0	=0	=7	
=16287	=True	=376	=0	=0	=0	=0	=0	=0	=0	=0	=0	=9	
=16287	=True	=380	=0	=0	=0	=0	=0	=0	=0	=0	=0	=6	
=16287	=True	=383	=100	=0	=0	=764	=0	=8	=7	=0	=0	=10	
=16287	=True	=385	=100	=0	=0	=95	=0	=1	=0	=0	=0	=11	
=16287	=True	=389	=100	=0	=0	=572	=0	=6	=6	=0	=0	=15	
=16287	=True	=395	=100	=0	=0	=1145	=0	=12	=8	=0	=0	=8	
=16287	=True	=400	=100	=0	=0	=668	=0	=7	=7	=0	=0	=10	
=16287	=True	=409	=75	=0	=0	=144	=0	=2	=0	=0	=0	=10	
=16287	=True	=414	=75	=0	=0	=143	=0	=2	=0	=0	=0	=9	
=16287	=True	=423	=75	=0	=0	=215	=0	=3	=0	=0	=0	=9	
=16287	=True	=425	=75	=0	=0	=143	=0	=2	=0	=0	=0	=10	
=16287	=True	=427	=100	=0	=0	=382	=0	=4	=4	=0	=0	=12	
=16287	=True	=441	=85	=0	=0	=243	=0	=3	=0	=0	=0	=10	
=16287	=True	=480	=90	=0	=0	=773	=0	=9	=6	=0	=0	=8	
=16287	=True	=528	=90	=0	=0	=945	=0	=11	=12	=0	=0	=12	
=16287	=True	=543	=90	=0	=0	=1031	=0	=12	=12	=0	=0	=12	
=16287	=True	=569	=90	=0	=0	=945	=0	=11	=11	=0	=0	=12	
=16287	=True	=590	=75	=0	=0	=287	=0	=4	=6	=0	=0	=8	
=16287	=True	=604	=0	=0	=0	=0	=0	=0	=0	=0	=0	=9	
=16287	=True	=686	=85	=0	=0	=244	=0	=3	=4	=0	=0	=12	
=16287	=True	=736	=0	=0	=0	=0	=0	=0	=0	=0	=0	=6	
=16287	=True	=761	=100	=0	=0	=382	=0	=4	=4	=0	=0	=12	
=16287	=True	=899	=75	=0	=0	=429	=0	=6	=6	=0	=0	=15	
=16287	=True	=997	=100	=0	=0	=478	=0	=5	=0	=0	=0	=7	
=16287	=True	=1010	=75	=0	=0	=787	=0	=11	=11	=0	=0	=11	
=16287	=True	=1013	=75	=0	=0	=143	=0	=2	=4	=0	=0	=12	
=16289	=False	=281	=0	=0	=0	=0	=0	=0	=5	=0	=0	=5	
=16289	=False	=282	=0	=0	=0	=0	=0	=0	=5	=0	=0	=5	
=16289	=False	=284	=0	=0	=0	=0	=0	=0	=5	=0	=0	=5	
=16289	=False	=286	=0	=0	=0	=0	=0	=0	=5	=0	=0	=5	
=16289	=False	=299	=0	=0	=0	=0	=0	=0	=5	=0	=0	=5	
=16289	=False	=310	=0	=0	=0	=0	=0	=0	=5	=0	=0	=5	
=16289	=False	=325	=0	=0	=0	=0	=0	=0	=5	=0	=0	=5	
=16289	=False	=329	=0	=0	=0	=0	=0	=0	=5	=0	=0	=5	
=16289	=False	=347	=0	=0	=0	=0	=0	=0	=5	=0	=0	=5	
=16289	=False	=350	=0	=0	=0	=0	=0	=0	=5	=0	=0	=5	
=16289	=False	=353	=0	=0	=0	=0	=0	=0	=5	=0	=0	=5	
=16289	=False	=356	=0	=0	=0	=0	=0	=0	=5	=0	=0	=5	
=16289	=False	=357	=0	=0	=0	=0	=0	=0	=5	=0	=0	=5	
=16289	=False	=377	=0	=0	=0	=0	=0	=0	=5	=0	=0	=5	
=16289	=False	=380	=0	=0	=0	=0	=0	=0	=5	=0	=0	=5	
=16289	=False	=381	=0	=0	=0	=0	=0	=0	=5	=0	=0	=5	
=16289	=False	=384	=0	=0	=0	=0	=0	=0	=5	=0	=0	=5	
=16289	=False	=385	=0	=0	=0	=0	=0	=0	=5	=0	=0	=5	
=16289	=False	=389	=0	=0	=0	=0	=0	=0	=5	=0	=0	=5	
=16289	=False	=404	=0	=0	=0	=0	=0	=0	=5	=0	=0	=5	
=16289	=False	=421	=0	=0	=0	=0	=0	=0	=5	=0	=0	=5	
=16289	=False	=423	=0	=0	=0	=0	=0	=0	=10	=0	=0	=10	
=16289	=False	=455	=0	=0	=0	=0	=0	=0	=5	=0	=0	=5	
=16289	=False	=456	=0	=0	=0	=0	=0	=0	=5	=0	=0	=5	
=16289	=False	=467	=0	=0	=0	=0	=0	=0	=5	=0	=0	=5	
=16289	=False	=480	=0	=0	=0	=0	=0	=0	=5	=0	=0	=5	
=16289	=False	=481	=0	=0	=0	=0	=0	=0	=5	=0	=0	=5	
=16289	=False	=498	=0	=0	=0	=0	=0	=0	=5	=0	=0	=5	
=16289	=False	=527	=0	=0	=0	=0	=0	=0	=5	=0	=0	=5	
=16289	=False	=528	=0	=0	=0	=0	=0	=0	=5	=0	=0	=5	
=16289	=False	=543	=0	=0	=0	=0	=0	=0	=5	=0	=0	=5	
=16289	=False	=589	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	
=16289	=False	=590	=0	=0	=0	=0	=0	=0	=5	=0	=0	=5	
=16289	=False	=671	=0	=0	=0	=0	=0	=0	=5	=0	=0	=5	
=16289	=False	=687	=0	=0	=0	=0	=0	=0	=5	=0	=0	=5	
=16289	=False	=761	=0	=0	=0	=0	=0	=0	=5	=0	=0	=5	
=16289	=False	=930	=0	=0	=0	=0	=0	=0	=5	=0	=0	=5	
=16289	=False	=954	=0	=0	=0	=0	=0	=0	=5	=0	=0	=5	
=16289	=False	=980	=0	=0	=0	=0	=0	=0	=5	=0	=0	=5	
=16290	=True	=282	=100	=0	=0	=127	=0	=1	=0	=0	=0	=7	
=16290	=True	=284	=0	=0	=0	=0	=0	=0	=0	=0	=0	=7	
=16290	=True	=286	=100	=0	=0	=636	=0	=5	=5	=0	=0	=26	
=16290	=True	=289	=100	=0	=0	=254	=0	=2	=5	=0	=0	=5	
=16290	=True	=299	=100	=0	=0	=127	=0	=1	=4	=0	=0	=4	
=16290	=True	=301	=0	=0	=0	=0	=0	=0	=0	=0	=0	=8	
=16290	=True	=309	=0	=0	=0	=0	=0	=0	=9	=0	=0	=9	
=16290	=True	=318	=70	=0	=0	=178	=0	=2	=0	=0	=0	=7	
=16290	=True	=319	=0	=0	=0	=0	=0	=0	=0	=9	=0	=0	
=16290	=True	=327	=70	=0	=0	=534	=0	=6	=5	=0	=0	=8	
=16290	=True	=329	=90	=0	=0	=114	=0	=1	=0	=0	=0	=5	
=16290	=True	=350	=85	=0	=0	=540	=0	=5	=8	=0	=0	=9	
=16290	=True	=351	=85	=0	=0	=864	=0	=8	=10	=0	=0	=11	
=16290	=True	=356	=75	=0	=0	=1335	=0	=14	=0	=0	=0	=0	
=16290	=True	=357	=70	=0	=0	=178	=0	=2	=3	=0	=0	=9	
=16290	=True	=375	=0	=0	=0	=0	=0	=0	=0	=0	=0	=5	
=16290	=True	=376	=0	=0	=0	=0	=0	=0	=0	=0	=0	=6	
=16290	=True	=377	=0	=0	=0	=0	=0	=0	=0	=0	=0	=5	
=16290	=True	=381	=75	=0	=0	=95	=0	=1	=0	=0	=0	=4	
=16290	=True	=382	=100	=0	=0	=254	=0	=2	=0	=0	=0	=7	
=16290	=True	=385	=100	=0	=0	=509	=0	=4	=4	=0	=0	=8	
=16290	=True	=387	=100	=0	=0	=508	=0	=4	=0	=0	=0	=5	
=16290	=True	=389	=100	=0	=0	=128	=0	=1	=0	=0	=0	=6	
=16290	=True	=395	=100	=0	=0	=635	=0	=5	=10	=0	=0	=10	
=16290	=True	=404	=75	=0	=0	=381	=0	=4	=3	=0	=0	=5	
=16290	=True	=409	=0	=0	=0	=0	=0	=0	=0	=0	=0	=7	
=16290	=True	=421	=85	=0	=0	=108	=0	=1	=8	=0	=0	=8	
=16290	=True	=427	=0	=0	=0	=0	=0	=0	=0	=0	=0	=12	
=16290	=True	=441	=85	=0	=0	=108	=0	=1	=0	=0	=0	=5	
=16290	=True	=480	=90	=0	=0	=458	=0	=4	=0	=5	=0	=0	
=16290	=True	=527	=90	=0	=0	=572	=0	=5	=8	=0	=0	=8	
=16290	=True	=528	=0	=0	=0	=0	=0	=0	=10	=0	=0	=10	
=16290	=True	=543	=90	=0	=0	=572	=0	=5	=6	=0	=0	=9	
=16290	=True	=590	=0	=0	=0	=0	=0	=0	=0	=0	=0	=5	
=16290	=True	=604	=0	=0	=0	=0	=0	=0	=0	=0	=0	=8	
=16290	=True	=618	=75	=0	=0	=96	=0	=1	=0	=0	=0	=8	
=16290	=True	=671	=85	=0	=0	=432	=0	=4	=5	=0	=0	=7	
=16290	=True	=745	=70	=0	=0	=801	=0	=9	=9	=0	=0	=10	
=16290	=True	=757	=0	=0	=0	=0	=0	=0	=0	=0	=0	=5	
=16290	=True	=899	=75	=0	=0	=95	=0	=1	=0	=0	=0	=7	
=16290	=True	=904	=0	=0	=0	=0	=0	=0	=0	=0	=0	=10	
=16290	=True	=925	=75	=0	=0	=95	=0	=1	=0	=0	=0	=3	
=16290	=True	=980	=90	=0	=0	=800	=0	=7	=8	=0	=0	=9	
=16290	=True	=992	=0	=0	=0	=0	=0	=0	=0	=0	=0	=7	
=16290	=True	=1006	=75	=0	=0	=96	=0	=1	=0	=0	=0	=8	
=16290	=True	=1010	=75	=0	=0	=95	=0	=1	=0	=0	=0	=7	
=16294	=True	=247	=25	=0	=0	=202	=0	=7	=0	=0	=0	=42	
=16294	=True	=248	=25	=0	=0	=691	=0	=24	=0	=0	=0	=64	
=16294	=True	=249	=25	=0	=0	=489	=0	=17	=24	=0	=0	=42	
=16294	=True	=250	=25	=0	=0	=173	=0	=6	=0	=0	=0	=35	
=16294	=True	=253	=25	=0	=0	=577	=0	=20	=36	=0	=0	=52	
=16294	=True	=264	=25	=0	=0	=1095	=0	=38	=42	=0	=0	=91	
=16294	=True	=272	=25	=0	=0	=374	=0	=13	=0	=0	=0	=40	
=16294	=True	=738	=25	=0	=0	=404	=0	=14	=24	=0	=0	=37	
=16295	=True	=247	=25	=0	=0	=296	=0	=9	=18	=0	=0	=46	
=16295	=True	=248	=25	=0	=0	=757	=0	=23	=32	=0	=0	=68	
=16295	=True	=249	=25	=0	=0	=363	=0	=11	=0	=0	=0	=54	
=16295	=True	=251	=25	=0	=0	=164	=0	=5	=0	=0	=0	=34	
=16295	=True	=259	=25	=0	=0	=231	=0	=7	=12	=0	=0	=42	
=16295	=True	=264	=25	=0	=0	=132	=0	=4	=18	=0	=0	=55	
=16295	=True	=269	=0	=0	=0	=0	=0	=0	=0	=0	=0	=27	
=16295	=True	=623	=25	=0	=0	=395	=0	=12	=0	=0	=0	=23	
=16295	=True	=738	=25	=0	=0	=296	=0	=9	=24	=0	=0	=51	
=16295	=True	=739	=25	=0	=0	=66	=0	=2	=0	=0	=0	=27	
=16298	=True	=247	=75	=0	=0	=3092	=0	=37	=42	=0	=0	=57	
=16298	=True	=248	=75	=0	=0	=502	=0	=6	=6	=0	=0	=22	
=16298	=True	=264	=75	=0	=0	=585	=0	=7	=6	=0	=0	=18	
=16298	=True	=458	=0	=0	=0	=0	=0	=0	=0	=0	=0	=38	
=16298	=True	=570	=125	=0	=0	=2647	=0	=19	=24	=0	=0	=52	
=16298	=True	=571	=125	=0	=0	=836	=0	=6	=0	=0	=0	=21	
=16298	=True	=707	=125	=0	=0	=139	=0	=1	=0	=0	=0	=24	
=16298	=True	=718	=125	=0	=0	=1811	=0	=13	=17	=0	=0	=26	
=16298	=True	=739	=75	=0	=0	=668	=0	=8	=24	=0	=0	=54	
=16300	=True	=280	=95	=0	=0	=205	=0	=2	=0	=0	=0	=9	
=16300	=True	=282	=95	=0	=0	=103	=0	=1	=0	=0	=0	=9	
=16300	=True	=283	=95	=0	=0	=513	=0	=5	=0	=0	=0	=8	
=16300	=True	=284	=95	=0	=0	=411	=0	=4	=4	=0	=0	=12	
=16300	=True	=286	=95	=0	=0	=821	=0	=8	=8	=0	=0	=11	
=16300	=True	=289	=95	=0	=0	=103	=0	=1	=0	=0	=0	=9	
=16300	=True	=301	=95	=0	=0	=307	=0	=3	=5	=0	=0	=12	
=16300	=True	=313	=70	=0	=0	=530	=0	=7	=8	=0	=0	=11	
=16300	=True	=327	=70	=0	=0	=151	=0	=2	=0	=9	=0	=0	
=16300	=True	=329	=90	=0	=0	=194	=0	=2	=4	=0	=0	=7	
=16300	=True	=330	=70	=0	=0	=681	=0	=9	=9	=0	=0	=10	
=16300	=True	=350	=80	=0	=0	=172	=0	=2	=4	=0	=0	=12	
=16300	=True	=351	=80	=0	=0	=778	=0	=9	=12	=0	=0	=12	
=16300	=True	=353	=80	=0	=0	=173	=0	=2	=0	=10	=0	=0	
=16300	=True	=356	=70	=0	=0	=529	=0	=7	=12	=0	=0	=12	
=16300	=True	=383	=95	=0	=0	=718	=0	=7	=11	=0	=0	=11	
=16300	=True	=385	=95	=0	=0	=923	=0	=9	=10	=0	=0	=10	
=16300	=True	=395	=95	=0	=0	=924	=0	=9	=12	=0	=0	=12	
=16300	=True	=407	=95	=0	=0	=308	=0	=3	=5	=0	=0	=15	
=16300	=True	=414	=70	=0	=0	=604	=0	=8	=6	=0	=0	=10	
=16300	=True	=423	=70	=0	=0	=378	=0	=5	=6	=0	=0	=18	
=16300	=True	=427	=0	=0	=0	=0	=0	=0	=0	=11	=0	=0	
=16300	=True	=456	=70	=0	=0	=227	=0	=3	=6	=0	=0	=12	
=16300	=True	=480	=90	=0	=0	=777	=0	=8	=6	=0	=0	=7	
=16300	=True	=481	=90	=0	=0	=97	=0	=1	=0	=8	=0	=0	
=16300	=True	=527	=90	=0	=0	=874	=0	=9	=11	=0	=0	=11	
=16300	=True	=569	=90	=0	=0	=486	=0	=5	=7	=0	=0	=12	
=16300	=True	=594	=70	=0	=0	=453	=0	=6	=7	=0	=0	=12	
=16300	=True	=618	=0	=0	=0	=0	=0	=0	=0	=0	=0	=9	
=16300	=True	=619	=70	=0	=0	=75	=0	=1	=12	=0	=0	=11	
=16300	=True	=633	=0	=0	=0	=0	=0	=0	=0	=0	=0	=7	
=16300	=True	=733	=0	=0	=0	=0	=0	=0	=0	=8	=8	=0	
=16300	=True	=757	=0	=0	=0	=0	=0	=0	=12	=0	=0	=12	
=16300	=True	=758	=0	=0	=0	=0	=0	=0	=0	=0	=0	=7	
=16300	=True	=759	=0	=0	=0	=0	=0	=0	=0	=0	=0	=5	
=16300	=True	=760	=0	=0	=0	=0	=0	=0	=0	=0	=0	=7	
=16300	=True	=761	=95	=0	=0	=102	=0	=1	=0	=0	=0	=9	
=16300	=True	=764	=0	=0	=0	=0	=0	=0	=0	=0	=0	=6	
=16300	=True	=899	=70	=0	=0	=529	=0	=7	=11	=0	=0	=18	
=16300	=True	=904	=95	=0	=0	=205	=0	=2	=0	=0	=0	=9	
=16300	=True	=954	=80	=0	=0	=173	=0	=2	=0	=0	=0	=8	
=16300	=True	=972	=95	=0	=0	=1026	=0	=10	=11	=0	=0	=11	
=16300	=True	=981	=80	=0	=0	=432	=0	=5	=4	=0	=0	=11	
=16300	=True	=991	=80	=0	=0	=87	=0	=1	=12	=0	=0	=12	
=16300	=True	=992	=70	=0	=0	=151	=0	=2	=5	=0	=0	=12	
=16300	=True	=1006	=70	=0	=0	=227	=0	=3	=0	=0	=0	=10	
=16300	=True	=1010	=70	=0	=0	=227	=0	=3	=0	=0	=0	=8	
=16300	=True	=1015	=0	=0	=0	=0	=0	=0	=12	=0	=0	=4	
=16300	=True	=1019	=70	=0	=0	=76	=0	=1	=0	=0	=0	=10	
=16300	=True	=1028	=90	=0	=0	=195	=0	=2	=12	=0	=0	=13	
=16302	=True	=251	=75	=0	=0	=794	=0	=3	=12	=0	=0	=24	
=16302	=True	=253	=75	=0	=0	=529	=0	=2	=18	=0	=0	=28	
=16302	=True	=264	=75	=0	=0	=1324	=0	=5	=18	=0	=0	=35	
=16302	=True	=452	=200	=0	=0	=2117	=0	=3	=18	=0	=0	=25	
=16302	=True	=458	=0	=0	=0	=0	=0	=0	=0	=0	=0	=26	
=16302	=True	=570	=125	=0	=0	=5735	=0	=13	=30	=0	=0	=55	
=16302	=True	=571	=0	=0	=0	=0	=0	=0	=0	=0	=0	=12	
=16302	=True	=572	=125	=0	=0	=1323	=0	=3	=18	=0	=0	=31	
=16302	=True	=707	=125	=0	=0	=883	=0	=2	=0	=0	=0	=17	
=16304	=True	=280	=0	=0	=0	=0	=0	=0	=0	=9	=0	=0	
=16304	=True	=282	=95	=0	=0	=409	=0	=4	=0	=0	=0	=12	
=16304	=True	=283	=0	=0	=0	=0	=0	=0	=12	=0	=0	=12	
=16304	=True	=284	=95	=0	=0	=102	=0	=1	=0	=0	=0	=15	
=16304	=True	=286	=95	=0	=0	=614	=0	=6	=9	=0	=0	=11	
=16304	=True	=289	=95	=0	=0	=102	=0	=1	=0	=0	=0	=13	
=16304	=True	=310	=0	=0	=0	=0	=0	=0	=0	=0	=0	=7	
=16304	=True	=327	=70	=0	=0	=75	=0	=1	=0	=11	=0	=0	
=16304	=True	=329	=90	=0	=0	=581	=0	=6	=0	=0	=0	=5	
=16304	=True	=330	=0	=0	=0	=0	=0	=0	=0	=0	=0	=9	
=16304	=True	=347	=90	=0	=0	=388	=0	=4	=5	=0	=0	=9	
=16304	=True	=350	=0	=0	=0	=0	=0	=0	=0	=9	=0	=0	
=16304	=True	=351	=80	=0	=0	=516	=0	=6	=9	=0	=0	=12	
=16304	=True	=356	=70	=0	=0	=301	=0	=4	=0	=0	=0	=14	
=16304	=True	=382	=95	=0	=0	=716	=0	=7	=7	=0	=0	=10	
=16304	=True	=383	=95	=0	=0	=715	=0	=7	=10	=0	=0	=11	
=16304	=True	=385	=0	=0	=0	=0	=0	=0	=0	=0	=0	=10	
=16304	=True	=423	=70	=0	=0	=75	=0	=1	=0	=0	=0	=9	
=16304	=True	=437	=80	=0	=0	=86	=0	=1	=4	=0	=0	=12	
=16304	=True	=441	=80	=0	=0	=947	=0	=11	=10	=0	=0	=11	
=16304	=True	=451	=70	=0	=0	=301	=0	=4	=0	=0	=0	=5	
=16304	=True	=467	=90	=0	=0	=387	=0	=4	=9	=0	=0	=10	
=16304	=True	=480	=90	=0	=0	=97	=0	=1	=0	=0	=0	=8	
=16304	=True	=481	=0	=0	=0	=0	=0	=0	=10	=0	=0	=10	
=16304	=True	=498	=90	=0	=0	=97	=0	=1	=0	=8	=0	=0	
=16304	=True	=527	=90	=0	=0	=1065	=0	=11	=10	=0	=0	=10	
=16304	=True	=528	=90	=0	=0	=387	=0	=4	=6	=0	=0	=10	
=16304	=True	=543	=90	=0	=0	=388	=0	=4	=0	=0	=0	=7	
=16304	=True	=594	=70	=0	=0	=753	=0	=10	=10	=0	=0	=10	
=16304	=True	=619	=0	=0	=0	=0	=0	=0	=10	=0	=0	=10	
=16304	=True	=633	=0	=0	=0	=0	=0	=0	=0	=0	=0	=4	
=16304	=True	=671	=80	=0	=0	=344	=0	=4	=0	=0	=0	=9	
=16304	=True	=678	=90	=0	=0	=291	=0	=3	=0	=7	=0	=0	
=16304	=True	=758	=125	=0	=0	=135	=0	=1	=2	=0	=0	=5	
=16304	=True	=759	=125	=0	=0	=134	=0	=1	=2	=0	=0	=5	
=16304	=True	=760	=125	=0	=0	=135	=0	=1	=0	=0	=0	=7	
=16304	=True	=764	=0	=0	=0	=0	=0	=0	=0	=0	=0	=4	
=16304	=True	=899	=70	=0	=0	=76	=0	=1	=0	=0	=0	=11	
=16304	=True	=930	=0	=0	=0	=0	=0	=0	=0	=0	=0	=11	
=16304	=True	=971	=90	=0	=0	=194	=0	=2	=0	=6	=0	=0	
=16304	=True	=972	=95	=0	=0	=307	=0	=3	=3	=0	=0	=9	
=16304	=True	=980	=0	=0	=0	=0	=0	=0	=10	=0	=0	=10	
=16304	=True	=981	=0	=0	=0	=0	=0	=0	=12	=0	=0	=12	
=16304	=True	=1006	=70	=0	=0	=75	=0	=1	=0	=0	=0	=13	
